productName,description,category,brand,priceLKR,discountPercentage,weightValue,weightUnit,labels
Ambewela Biscuits,family pack,Snacks,Ambewela,1170,10,750,g,"biscuits,brand_ambewela,cheapest,compare,discount,snacks"
MALIBAN Chili Powder,Quality item,Spices,MALIBAN,500,,100,g,"brand_maliban,cheapest,chili,compare,spices"
MALIBAN Yoghurt,Quality item,Dairy & Eggs,MALIBAN,460,15,100,g,"brand_maliban,cheapest,compare,dairy,discount,yoghurt"
Munchee Mozzarella Cheese 120g,spread,Dairy & Eggs,Munchee,360,,120,g,"brand_munchee,cheapest,cheese,compare,dairy,mozzarella"
Elephant House Vanilla Ice Cream,Quality item,Ice Cream,Elephant House,2970,,500,ml,"brand_elephant_house,cheapest,compare,dessert,icecream"
Anchor Dish Wash Liquid 0.5L,Quality item,Household,Anchor,690,,0.5,L,"brand_anchor,cheapest,cleaning,compare,household"
Kotmale Apple,organic,Fruits,Kotmale,1070,,1,kg,"apple,brand_kotmale,cheapest,compare,fruit"
Rich Life Apple 400g,fresh,Fruits,Rich Life,2720,,400,g,"apple,brand_rich_life,cheapest,compare,fruit"
Kotmale Eggs,Quality item,Dairy & Eggs,Kotmale,1800,10,10,pcs,"brand_kotmale,cheapest,compare,dairy,discount,eggs"
Ambewela Mozzarella Cheese 750g,slices,Dairy & Eggs,Ambewela,560,,750,g,"brand_ambewela,cheapest,cheese,compare,dairy,mozzarella"
Rich Life Dish Wash Liquid,Quality item,Household,Rich Life,690,,250,ml,"brand_rich_life,cheapest,cleaning,compare,household"
Ruhunu Potato,organic,Vegetables,Ruhunu,950,,200,g,"brand_ruhunu,cheapest,compare,potato,vegetable"
Highland Vanilla Ice Cream,Quality item,Ice Cream,Highland,870,,200,ml,"brand_highland,cheapest,compare,dessert,icecream"
Tea 1000g,classic,Beverages,,970,,1000,g,"beverage,cheapest,compare,tea"
Munchee Fish Cutlets 12pcs,Quality item,Frozen Foods,Munchee,1340,,12,pcs,"brand_munchee,cheapest,compare,cutlets,frozen"
MD Dish Wash Liquid 1500ml,Quality item,Household,MD,4340,20,1500,ml,"brand_md,cheapest,cleaning,compare,discount,household"
Munchee Cheddar Cheese 500g,block,Dairy & Eggs,Munchee,880,,500,g,"brand_munchee,cheapest,cheddar,cheese,compare,dairy"
MD Cheese Wedges 120g,block,Dairy & Eggs,MD,340,,120,g,"brand_md,cheapest,cheese,cheese_wedges,compare,dairy"
Ambewela Butter 1000g,Quality item,Dairy & Eggs,Ambewela,980,,1000,g,"brand_ambewela,butter,cheapest,compare,dairy"
Kotmale Pumpkin 0.5kg,local,Vegetables,Kotmale,720,,0.5,kg,"brand_kotmale,cheapest,compare,pumpkin,vegetable"
Ruhunu Orange,fresh,Fruits,Ruhunu,2880,,2,kg,"brand_ruhunu,cheapest,compare,fruit,orange"
Dish Wash Liquid 1.5L,Quality item,Household,,1650,,1.5,L,"cheapest,cleaning,compare,household"
MD Gouda Cheese 200g,wedges,Dairy & Eggs,MD,180,,200,g,"brand_md,cheapest,cheese,compare,dairy,gouda"
Kotmale Mango Juice,fresh,Beverages,Kotmale,1110,15,750,ml,"beverage,brand_kotmale,cheapest,compare,discount,juice,mango_juice"
MALIBAN Apple,local,Fruits,MALIBAN,2590,,2,kg,"apple,brand_maliban,cheapest,compare,fruit"
Flour 750g,Quality item,Rice & Grains,,5260,30,750,g,"cheapest,compare,discount,flour,grains"
MD Dish Wash Liquid,Quality item,Household,MD,4800,,750,ml,"brand_md,cheapest,cleaning,compare,household"
Kotmale Mozzarella Cheese 150g,block,Dairy & Eggs,Kotmale,200,20,150,g,"brand_kotmale,cheapest,cheese,compare,dairy,discount,mozzarella"
Kotmale Sausages 750g,Quality item,Frozen Foods,Kotmale,3390,,750,g,"brand_kotmale,cheapest,compare,frozen,sausages"
Munchee Yoghurt,Quality item,Dairy & Eggs,Munchee,490,,1000,g,"brand_munchee,cheapest,compare,dairy,yoghurt"
Anchor Chocolate Ice Cream,Quality item,Ice Cream,Anchor,390,,0.5,L,"brand_anchor,cheapest,compare,dessert,icecream"
Elephant House Grapes 500g,fresh,Fruits,Elephant House,1700,,500,g,"brand_elephant_house,cheapest,compare,fruit,grapes"
Highland Apple 0.25kg,fresh,Fruits,Highland,480,,0.25,kg,"apple,brand_highland,cheapest,compare,fruit"
Anchor Fresh Milk,Quality item,Dairy & Eggs,Anchor,1680,,2,L,"brand_anchor,cheapest,compare,dairy,fresh_milk,milk"
Munchee Gouda Cheese,block,Dairy & Eggs,Munchee,710,,200,g,"brand_munchee,cheapest,cheese,compare,dairy,gouda"
Kotmale Carrot,local,Vegetables,Kotmale,210,,1,kg,"brand_kotmale,carrot,cheapest,compare,vegetable"
Kotmale Potato,fresh,Vegetables,Kotmale,2720,,5,kg,"brand_kotmale,cheapest,compare,potato,vegetable"
Highland Mozzarella Cheese,spread,Dairy & Eggs,Highland,590,,200,g,"brand_highland,cheapest,cheese,compare,dairy,mozzarella"
Ambewela Orange Juice 200ml,no added sugar,Beverages,Ambewela,620,,200,ml,"beverage,brand_ambewela,cheapest,compare,juice,orange_juice"
Elephant House Chicken Nuggets,Quality item,Frozen Foods,Elephant House,1210,,250,g,"brand_elephant_house,cheapest,compare,frozen,nuggets"
MALIBAN Fish Cutlets,Quality item,Frozen Foods,MALIBAN,2170,,12,pcs,"brand_maliban,cheapest,compare,cutlets,frozen"
Rich Life Beans 0.25kg,organic,Vegetables,Rich Life,540,,0.25,kg,"beans,brand_rich_life,cheapest,compare,vegetable"
Elephant House Fish Cutlets 1pcs,Quality item,Frozen Foods,Elephant House,1470,,1,pcs,"brand_elephant_house,cheapest,compare,cutlets,frozen"
Ambewela Carrot 0.25kg,fresh,Vegetables,Ambewela,450,,0.25,kg,"brand_ambewela,carrot,cheapest,compare,vegetable"
Kotmale Gouda Cheese,slices,Dairy & Eggs,Kotmale,1570,,400,g,"brand_kotmale,cheapest,cheese,compare,dairy,gouda"
Highland Fresh Milk,Quality item,Dairy & Eggs,Highland,1840,,500,ml,"brand_highland,cheapest,compare,dairy,fresh_milk,milk"
Ruhunu Orange 2kg,fresh,Fruits,Ruhunu,1360,,2,kg,"brand_ruhunu,cheapest,compare,fruit,orange"
Anchor Mozzarella Cheese 250g,spread,Dairy & Eggs,Anchor,980,,250,g,"brand_anchor,cheapest,cheese,compare,dairy,mozzarella"
Orange 200g,organic,Fruits,,550,,200,g,"cheapest,compare,fruit,orange"
Ruhunu White Bread 400g,Quality item,Bakery,Ruhunu,760,,400,g,"bakery,brand_ruhunu,bread,cheapest,compare"
Highland Orange Juice 750ml,fresh,Beverages,Highland,910,,750,ml,"beverage,brand_highland,cheapest,compare,juice,orange_juice"
Highland Potato 200g,organic,Vegetables,Highland,810,,200,g,"brand_highland,cheapest,compare,potato,vegetable"
Ruhunu Eggs,Quality item,Dairy & Eggs,Ruhunu,610,,10,pcs,"brand_ruhunu,cheapest,compare,dairy,eggs"
MD Yoghurt,Quality item,Dairy & Eggs,MD,2570,20,750,g,"brand_md,cheapest,compare,dairy,discount,yoghurt"
Anchor Flour 200g,Quality item,Rice & Grains,Anchor,440,,200,g,"brand_anchor,cheapest,compare,flour,grains"
Ambewela Fish Cutlets 10pcs,Quality item,Frozen Foods,Ambewela,1870,,10,pcs,"brand_ambewela,cheapest,compare,cutlets,frozen"
Munchee Vanilla Ice Cream,Quality item,Ice Cream,Munchee,2050,,1.5,L,"brand_munchee,cheapest,compare,dessert,icecream"
Ambewela Cheese Wedges,block,Dairy & Eggs,Ambewela,360,,400,g,"brand_ambewela,cheapest,cheese,cheese_wedges,compare,dairy"
Elephant House Chicken Nuggets 120g,Quality item,Frozen Foods,Elephant House,520,,120,g,"brand_elephant_house,cheapest,compare,frozen,nuggets"
Munchee Curry Powder 750g,Quality item,Spices,Munchee,1500,,750,g,"brand_munchee,cheapest,compare,curry,spices"
Anchor Chili Powder 100g,Quality item,Spices,Anchor,250,,100,g,"brand_anchor,cheapest,chili,compare,spices"
Ambewela Cheese Wedges 400g,wedges,Dairy & Eggs,Ambewela,1570,,400,g,"brand_ambewela,cheapest,cheese,cheese_wedges,compare,dairy"
MD Buns Pack,Quality item,Bakery,MD,490,5,6,pcs,"bakery,brand_md,buns,cheapest,compare,discount"
Kotmale Eggs 12pcs,Quality item,Dairy & Eggs,Kotmale,1990,,12,pcs,"brand_kotmale,cheapest,compare,dairy,eggs"
Munchee Orange 5kg,fresh,Fruits,Munchee,2650,,5,kg,"brand_munchee,cheapest,compare,fruit,orange"
Chicken Nuggets,Quality item,Frozen Foods,,710,25,150,g,"cheapest,compare,discount,frozen,nuggets"
MD Coffee,no added sugar,Beverages,MD,560,,500,g,"beverage,brand_md,cheapest,coffee,compare"
Ruhunu Mozzarella Cheese 1000g,block,Dairy & Eggs,Ruhunu,950,30,1000,g,"brand_ruhunu,cheapest,cheese,compare,dairy,discount,mozzarella"
Munchee Flour,Quality item,Rice & Grains,Munchee,3200,,500,g,"brand_munchee,cheapest,compare,flour,grains"
Ruhunu Crackers,regular,Snacks,Ruhunu,640,,250,g,"brand_ruhunu,cheapest,compare,crackers,snacks"
Highland Orange,organic,Fruits,Highland,610,,0.5,kg,"brand_highland,cheapest,compare,fruit,orange"
Ruhunu Orange Juice 500ml,no added sugar,Beverages,Ruhunu,1080,,500,ml,"beverage,brand_ruhunu,cheapest,compare,juice,orange_juice"
Munchee Tea 750g,classic,Beverages,Munchee,910,,750,g,"beverage,brand_munchee,cheapest,compare,tea"
Elephant House Cheddar Cheese 750g,block,Dairy & Eggs,Elephant House,1430,,750,g,"brand_elephant_house,cheapest,cheddar,cheese,compare,dairy"
MALIBAN Flour,Quality item,Rice & Grains,MALIBAN,2510,25,500,g,"brand_maliban,cheapest,compare,discount,flour,grains"
Rich Life Yoghurt 100g,Quality item,Dairy & Eggs,Rich Life,440,20,100,g,"brand_rich_life,cheapest,compare,dairy,discount,yoghurt"
Munchee Flour 5kg,Quality item,Rice & Grains,Munchee,6170,,5,kg,"brand_munchee,cheapest,compare,flour,grains"
Munchee Sausages,Quality item,Frozen Foods,Munchee,5450,30,750,g,"brand_munchee,cheapest,compare,discount,frozen,sausages"
Highland Orange 2kg,organic,Fruits,Highland,3010,,2,kg,"brand_highland,cheapest,compare,fruit,orange"
Rich Life Eggs,Quality item,Dairy & Eggs,Rich Life,1080,,12,pcs,"brand_rich_life,cheapest,compare,dairy,eggs"
Anchor Chocolate Ice Cream,Quality item,Ice Cream,Anchor,1360,,1,L,"brand_anchor,cheapest,compare,dessert,icecream"
Highland Dish Wash Liquid,Quality item,Household,Highland,910,,330,ml,"brand_highland,cheapest,cleaning,compare,household"
Chili Powder,Quality item,Spices,,580,,150,g,"cheapest,chili,compare,spices"
Carrot 0.5kg,fresh,Vegetables,,310,,0.5,kg,"carrot,cheapest,compare,vegetable"
MD Chicken Nuggets,Quality item,Frozen Foods,MD,1080,5,250,g,"brand_md,cheapest,compare,discount,frozen,nuggets"
Munchee Chicken Nuggets 400g,Quality item,Frozen Foods,Munchee,2050,,400,g,"brand_munchee,cheapest,compare,frozen,nuggets"
MD Cheese Wedges 120g,spread,Dairy & Eggs,MD,370,15,120,g,"brand_md,cheapest,cheese,cheese_wedges,compare,dairy,discount"
Highland Potato 1000g,local,Vegetables,Highland,2620,,1000,g,"brand_highland,cheapest,compare,potato,vegetable"
Kotmale Cheddar Cheese 750g,slices,Dairy & Eggs,Kotmale,2640,,750,g,"brand_kotmale,cheapest,cheddar,cheese,compare,dairy"
MALIBAN Fresh Milk,Quality item,Dairy & Eggs,MALIBAN,490,,1,L,"brand_maliban,cheapest,compare,dairy,fresh_milk,milk"
Ambewela Carrot 250g,fresh,Vegetables,Ambewela,1100,20,250,g,"brand_ambewela,carrot,cheapest,compare,discount,vegetable"
Rich Life Pumpkin 120g,local,Vegetables,Rich Life,240,25,120,g,"brand_rich_life,cheapest,compare,discount,pumpkin,vegetable"
Munchee Apple,fresh,Fruits,Munchee,900,,100,g,"apple,brand_munchee,cheapest,compare,fruit"
Anchor Chocolate Ice Cream 200ml,Quality item,Ice Cream,Anchor,370,,200,ml,"brand_anchor,cheapest,compare,dessert,icecream"
Elephant House Gouda Cheese 250g,block,Dairy & Eggs,Elephant House,1010,,250,g,"brand_elephant_house,cheapest,cheese,compare,dairy,gouda"
Ambewela Mango Juice 1L,classic,Beverages,Ambewela,290,,1,L,"beverage,brand_ambewela,cheapest,compare,juice,mango_juice"
Ruhunu Vanilla Ice Cream 1500ml,Quality item,Ice Cream,Ruhunu,3680,5,1500,ml,"brand_ruhunu,cheapest,compare,dessert,discount,icecream"
Elephant House Fish Cutlets,Quality item,Frozen Foods,Elephant House,590,,4,pcs,"brand_elephant_house,cheapest,compare,cutlets,frozen"
Munchee Orange,local,Fruits,Munchee,320,,100,g,"brand_munchee,cheapest,compare,fruit,orange"
MALIBAN Coffee 100g,no added sugar,Beverages,MALIBAN,120,,100,g,"beverage,brand_maliban,cheapest,coffee,compare"
Munchee Mozzarella Cheese 400g,wedges,Dairy & Eggs,Munchee,1690,,400,g,"brand_munchee,cheapest,cheese,compare,dairy,mozzarella"
Munchee Sausages,Quality item,Frozen Foods,Munchee,4470,5,750,g,"brand_munchee,cheapest,compare,discount,frozen,sausages"
Highland Fresh Milk,Quality item,Dairy & Eggs,Highland,690,,0.5,L,"brand_highland,cheapest,compare,dairy,fresh_milk,milk"
Beans 500g,local,Vegetables,,1670,,500,g,"beans,cheapest,compare,vegetable"
Highland Mango Juice,no added sugar,Beverages,Highland,420,,1.5,L,"beverage,brand_highland,cheapest,compare,juice,mango_juice"
Elephant House Dish Wash Liquid 0.5L,Quality item,Household,Elephant House,580,,0.5,L,"brand_elephant_house,cheapest,cleaning,compare,household"
Kotmale Orange 0.25kg,organic,Fruits,Kotmale,710,30,0.25,kg,"brand_kotmale,cheapest,compare,discount,fruit,orange"
Ambewela Tea 150g,fresh,Beverages,Ambewela,300,,150,g,"beverage,brand_ambewela,cheapest,compare,tea"
Highland Curry Powder 400g,Quality item,Spices,Highland,1530,,400,g,"brand_highland,cheapest,compare,curry,spices"
Kotmale Eggs 6pcs,Quality item,Dairy & Eggs,Kotmale,250,,6,pcs,"brand_kotmale,cheapest,compare,dairy,eggs"
MD Mozzarella Cheese 1000g,wedges,Dairy & Eggs,MD,2640,10,1000,g,"brand_md,cheapest,cheese,compare,dairy,discount,mozzarella"
Ambewela Grapes,local,Fruits,Ambewela,160,,0.5,kg,"brand_ambewela,cheapest,compare,fruit,grapes"
Kotmale Orange,organic,Fruits,Kotmale,780,,400,g,"brand_kotmale,cheapest,compare,fruit,orange"
Munchee Butter 200g,Quality item,Dairy & Eggs,Munchee,480,,200,g,"brand_munchee,butter,cheapest,compare,dairy"
Ambewela Carrot,local,Vegetables,Ambewela,140,,120,g,"brand_ambewela,carrot,cheapest,compare,vegetable"
Kotmale Curry Powder,Quality item,Spices,Kotmale,630,,120,g,"brand_kotmale,cheapest,compare,curry,spices"
Elephant House Pumpkin 5kg,organic,Vegetables,Elephant House,1150,,5,kg,"brand_elephant_house,cheapest,compare,pumpkin,vegetable"
Ruhunu Pumpkin,organic,Vegetables,Ruhunu,1370,,2,kg,"brand_ruhunu,cheapest,compare,pumpkin,vegetable"
Munchee Coffee,no added sugar,Beverages,Munchee,80,,150,g,"beverage,brand_munchee,cheapest,coffee,compare"
Elephant House Fresh Milk,Quality item,Dairy & Eggs,Elephant House,1840,25,2,L,"brand_elephant_house,cheapest,compare,dairy,discount,fresh_milk,milk"
MALIBAN Orange,fresh,Fruits,MALIBAN,210,,100,g,"brand_maliban,cheapest,compare,fruit,orange"
MALIBAN Curry Powder,Quality item,Spices,MALIBAN,440,10,750,g,"brand_maliban,cheapest,compare,curry,discount,spices"
Ambewela Chicken Nuggets,Quality item,Frozen Foods,Ambewela,1270,,500,g,"brand_ambewela,cheapest,compare,frozen,nuggets"
MALIBAN Potato 400g,organic,Vegetables,MALIBAN,410,25,400,g,"brand_maliban,cheapest,compare,discount,potato,vegetable"
Anchor Gouda Cheese 150g,spread,Dairy & Eggs,Anchor,360,,150,g,"brand_anchor,cheapest,cheese,compare,dairy,gouda"
MD Banana,organic,Fruits,MD,860,,750,g,"banana,brand_md,cheapest,compare,fruit"
Ruhunu Pumpkin 0.5kg,organic,Vegetables,Ruhunu,540,,0.5,kg,"brand_ruhunu,cheapest,compare,pumpkin,vegetable"
Munchee Chicken Nuggets 250g,Quality item,Frozen Foods,Munchee,2180,20,250,g,"brand_munchee,cheapest,compare,discount,frozen,nuggets"
Munchee Biscuits 120g,mini pack,Snacks,Munchee,440,5,120,g,"biscuits,brand_munchee,cheapest,compare,discount,snacks"
Anchor Apple,organic,Fruits,Anchor,3400,25,2,kg,"apple,brand_anchor,cheapest,compare,discount,fruit"
Ambewela Grapes,fresh,Fruits,Ambewela,550,15,0.25,kg,"brand_ambewela,cheapest,compare,discount,fruit,grapes"
Kotmale Eggs 1pcs,Quality item,Dairy & Eggs,Kotmale,540,,1,pcs,"brand_kotmale,cheapest,compare,dairy,eggs"
MD Chicken Nuggets,Quality item,Frozen Foods,MD,1420,10,500,g,"brand_md,cheapest,compare,discount,frozen,nuggets"
Highland Carrot,fresh,Vegetables,Highland,490,,150,g,"brand_highland,carrot,cheapest,compare,vegetable"
MALIBAN Flour 100g,Quality item,Rice & Grains,MALIBAN,660,,100,g,"brand_maliban,cheapest,compare,flour,grains"
Rich Life Curry Powder,Quality item,Spices,Rich Life,960,,500,g,"brand_rich_life,cheapest,compare,curry,spices"
Elephant House Flour 500g,Quality item,Rice & Grains,Elephant House,490,,500,g,"brand_elephant_house,cheapest,compare,flour,grains"
Highland Yoghurt,Quality item,Dairy & Eggs,Highland,2410,,750,g,"brand_highland,cheapest,compare,dairy,yoghurt"
Ambewela Mineral Water,classic,Beverages,Ambewela,740,,1,L,"beverage,brand_ambewela,cheapest,compare,water"
